"No. do Periodo";Data;"Altura Mediado Medidor(m)"
2,448;14/06/2007;6.65
2,449;15/06/2007;6.68
2,450;16/06/2007;6.86
2,451;17/06/2007;7
2,452;18/06/2007;7.03
2,453;19/06/2007;7.04
2,454;20/06/2007;7.04
2,455;21/06/2007;7.04
2,456;22/06/2007;7.02
2,457;23/06/2007;7.01
2,458;24/06/2007;7
2,459;25/06/2007;6.99
2,460;26/06/2007;7.01
2,461;27/06/2007;7
2,462;28/06/2007;6.99
2,463;29/06/2007;6.98
2,464;30/06/2007;6.96
2,465;01/07/2007;7.01
2,466;02/07/2007;7.1
2,467;03/07/2007;7.11
2,468;04/07/2007;7.14
2,469;05/07/2007;7.19
2,470;06/07/2007;7.2
2,471;07/07/2007;7.21
2,472;08/07/2007;7.21
2,473;09/07/2007;7.21
2,474;10/07/2007;7.2
2,475;11/07/2007;7.22
2,476;12/07/2007;7.26
2,477;13/07/2007;7.24
2,478;14/07/2007;7.22
2,479;15/07/2007;7.2
2,480;16/07/2007;7.19
2,481;17/07/2007;7.17
2,482;18/07/2007;7.15
2,483;19/07/2007;7.13
2,484;20/07/2007;7.11
2,485;21/07/2007;7.11
2,486;22/07/2007;7.13
2,487;23/07/2007;7.13
2,488;24/07/2007;7.13
2,489;25/07/2007;7.14
2,490;26/07/2007;7.15
2,491;27/07/2007;7.17
2,492;28/07/2007;7.21
2,493;29/07/2007;7.21
2,494;30/07/2007;7.2
2,495;31/07/2007;7.19
2,496;01/08/2007;7.19
2,497;02/08/2007;7.2
2,498;03/08/2007;7.18
2,499;04/08/2007;7.17
2,500;05/08/2007;7.15
2,501;06/08/2007;7.13
2,502;07/08/2007;7.12
2,503;08/08/2007;7.1
2,504;09/08/2007;7.09
2,505;10/08/2007;7.08
2,506;11/08/2007;7.08
2,507;12/08/2007;7.13
2,508;13/08/2007;7.17
2,509;14/08/2007;7.24
2,510;15/08/2007;7.34
2,511;16/08/2007;7.31
2,512;17/08/2007;7.28
2,513;18/08/2007;7.25
2,514;19/08/2007;7.23
2,515;20/08/2007;7.21
2,516;21/08/2007;7.19
2,517;22/08/2007;7.17
2,518;23/08/2007;7.16
2,519;24/08/2007;7.14
2,520;25/08/2007;7.13
2,521;26/08/2007;7.13
2,522;27/08/2007;7.11
2,523;28/08/2007;7.1
2,524;29/08/2007;7.08
2,525;30/08/2007;7.07
2,526;31/08/2007;7.04
2,527;01/09/2007;7.02
2,528;02/09/2007;7.01
2,529;03/09/2007;7.03
2,530;04/09/2007;7.13
2,531;05/09/2007;7.11
2,532;06/09/2007;7.09
2,533;07/09/2007;7.08
2,534;08/09/2007;7.06
2,535;09/09/2007;7.11
2,536;10/09/2007;7.16
2,537;11/09/2007;7.13
2,538;12/09/2007;7.11
2,539;13/09/2007;7.11
2,540;14/09/2007;7.1
2,541;15/09/2007;7.09
2,542;16/09/2007;7.14
2,543;17/09/2007;7.17
2,544;18/09/2007;7.19
2,545;19/09/2007;7.17
2,546;20/09/2007;7.15
2,547;21/09/2007;7.14
2,548;22/09/2007;7.13
2,549;23/09/2007;7.13
2,550;24/09/2007;7.2
2,551;25/09/2007;7.26
2,552;26/09/2007;7.28
2,553;27/09/2007;7.27
2,554;28/09/2007;7.25
2,555;29/09/2007;7.24
2,556;30/09/2007;7.35
2,557;01/10/2007;7.59
2,558;02/10/2007;7.67
2,559;03/10/2007;7.65
2,560;04/10/2007;7.63
2,561;05/10/2007;7.61
2,562;06/10/2007;7.62
2,563;07/10/2007;7.61
2,564;08/10/2007;7.58
2,565;09/10/2007;7.57
2,566;10/10/2007;7.61
2,567;11/10/2007;7.62
2,568;12/10/2007;7.6
2,569;13/10/2007;7.58
2,570;14/10/2007;7.55
2,571;15/10/2007;7.54
2,572;16/10/2007;7.51
2,573;17/10/2007;7.54
2,574;18/10/2007;7.6
2,575;19/10/2007;7.56
2,576;20/10/2007;7.55
2,577;21/10/2007;7.57
2,578;22/10/2007;7.55
2,579;23/10/2007;7.53
2,580;24/10/2007;7.53
2,581;25/10/2007;7.53
2,582;26/10/2007;7.55
2,583;27/10/2007;7.57
2,584;28/10/2007;7.57
2,585;29/10/2007;7.6
2,586;30/10/2007;7.6
2,587;31/10/2007;7.58
2,588;01/11/2007;7.66
2,589;02/11/2007;7.66
2,590;03/11/2007;7.65
2,591;04/11/2007;7.63
2,592;05/11/2007;7.61
2,593;06/11/2007;7.64
2,594;07/11/2007;7.62
2,595;08/11/2007;7.6
2,596;09/11/2007;7.59
2,597;10/11/2007;7.57
2,598;11/11/2007;7.56
2,599;12/11/2007;7.54
2,600;13/11/2007;7.53
2,601;14/11/2007;7.52
2,602;15/11/2007;7.51
2,603;16/11/2007;7.49
2,604;17/11/2007;7.47
2,605;18/11/2007;7.45
2,606;19/11/2007;7.44
2,607;20/11/2007;7.43
2,608;21/11/2007;7.42
2,609;22/11/2007;7.41
2,610;23/11/2007;7.4
2,611;24/11/2007;7.4
2,612;25/11/2007;7.4
2,613;26/11/2007;7.38
2,614;27/11/2007;7.37
2,615;28/11/2007;7.36
2,616;29/11/2007;7.35
2,617;30/11/2007;7.34
2,618;01/12/2007;7.33
2,619;02/12/2007;7.32
2,620;03/12/2007;7.31
2,621;04/12/2007;7.3
2,622;05/12/2007;7.29
2,623;06/12/2007;7.28
2,624;07/12/2007;7.28
2,625;08/12/2007;7.27
2,626;09/12/2007;7.28
2,627;10/12/2007;7.27
2,628;11/12/2007;7.27
2,629;12/12/2007;7.26
2,630;13/12/2007;7.25
2,631;14/12/2007;7.25
2,632;15/12/2007;7.24
2,633;16/12/2007;7.24
2,634;17/12/2007;7.23
2,635;18/12/2007;7.21
2,636;19/12/2007;7.21
2,637;20/12/2007;7.2
2,638;21/12/2007;7.19
2,639;22/12/2007;7.19
2,640;23/12/2007;7.18
2,641;24/12/2007;7.18
2,642;25/12/2007;7.17
2,643;26/12/2007;7.17
2,644;27/12/2007;7.16
2,645;28/12/2007;7.16
2,646;29/12/2007;7.15
2,647;30/12/2007;7.15
2,648;31/12/2007;7.14
2,649;01/01/2008;7.12
2,650;02/01/2008;7.11
2,651;03/01/2008;7.1
2,652;04/01/2008;7.08
2,653;05/01/2008;7.09
2,654;06/01/2008;7.09
2,655;07/01/2008;7.08
2,656;08/01/2008;7.07
2,657;09/01/2008;7.06
2,658;10/01/2008;7.06
2,659;11/01/2008;7.05
2,660;12/01/2008;7.04
2,661;13/01/2008;7.04
2,662;14/01/2008;7.03
2,663;15/01/2008;7.02
2,664;16/01/2008;7.01
2,665;17/01/2008;7
2,666;18/01/2008;6.99
2,667;19/01/2008;6.98
2,668;20/01/2008;6.97
2,669;21/01/2008;6.96
2,670;22/01/2008;6.95
2,671;23/01/2008;6.94
2,672;24/01/2008;6.94
2,673;25/01/2008;6.93
2,674;26/01/2008;6.91
2,675;27/01/2008;6.9
2,676;28/01/2008;6.87
2,677;29/01/2008;6.85
2,678;30/01/2008;6.82
2,679;31/01/2008;6.78
2,680;01/02/2008;6.74
2,681;02/02/2008;6.71
2,682;03/02/2008;6.67
2,683;04/02/2008;6.64
2,684;05/02/2008;6.59
2,685;06/02/2008;6.55
2,686;07/02/2008;6.51
2,687;08/02/2008;6.48
2,688;09/02/2008;6.45
2,689;10/02/2008;6.44
2,690;11/02/2008;6.41
2,691;12/02/2008;6.4
2,692;13/02/2008;6.6
2,693;14/02/2008;6.78
2,694;15/02/2008;6.78
2,695;16/02/2008;6.78
2,696;17/02/2008;6.78
2,697;18/02/2008;6.78
2,698;19/02/2008;6.77
2,699;20/02/2008;6.75
2,700;21/02/2008;6.73
2,701;22/02/2008;6.71
2,702;23/02/2008;6.66
2,703;24/02/2008;6.62
2,704;25/02/2008;6.58
2,705;26/02/2008;6.53
2,706;27/02/2008;6.5
2,707;28/02/2008;6.46
2,708;29/02/2008;6.43
2,709;01/03/2008;6.4
2,710;02/03/2008;6.37
2,711;03/03/2008;6.35
2,712;04/03/2008;6.32
2,713;05/03/2008;6.4
2,714;06/03/2008;6.57
2,715;07/03/2008;6.64
2,716;08/03/2008;6.65
2,717;09/03/2008;6.63
2,718;10/03/2008;6.58
2,719;11/03/2008;6.54
2,720;12/03/2008;6.51
2,721;13/03/2008;6.48
2,722;14/03/2008;6.45
2,723;15/03/2008;6.41
2,724;16/03/2008;6.38
2,725;17/03/2008;6.36
2,726;18/03/2008;6.31
2,727;19/03/2008;6.29
2,728;20/03/2008;6.28
2,729;21/03/2008;6.33
2,730;22/03/2008;6.49
2,731;23/03/2008;6.87
2,732;24/03/2008;6.87
2,733;25/03/2008;6.87
2,734;26/03/2008;6.87
2,735;27/03/2008;6.86
2,736;28/03/2008;6.84
2,737;29/03/2008;6.82
2,738;30/03/2008;6.86
2,739;31/03/2008;6.98
2,740;01/04/2008;6.97
2,741;02/04/2008;6.96
2,742;03/04/2008;6.93
2,743;04/04/2008;6.91
2,744;05/04/2008;6.88
2,745;06/04/2008;6.93
2,746;07/04/2008;7.05
2,747;08/04/2008;7.05
2,748;09/04/2008;7.05
2,749;10/04/2008;7.04
2,750;11/04/2008;7.02
2,751;12/04/2008;7.01
2,752;13/04/2008;7.01
2,753;14/04/2008;7
2,754;15/04/2008;6.97
2,755;16/04/2008;6.96
2,756;17/04/2008;6.93
2,757;18/04/2008;6.91
2,758;19/04/2008;6.89
2,759;20/04/2008;6.88
2,760;21/04/2008;6.86
2,761;22/04/2008;6.84
2,762;23/04/2008;6.81
2,763;24/04/2008;6.78
2,764;25/04/2008;6.75
2,765;26/04/2008;6.72
2,766;27/04/2008;6.7
2,767;28/04/2008;6.67
2,768;29/04/2008;6.7
2,769;30/04/2008;6.79
2,770;01/05/2008;6.78
2,771;02/05/2008;6.77
2,772;03/05/2008;6.75
2,773;04/05/2008;6.72
2,774;05/05/2008;6.69
2,775;06/05/2008;6.67
2,776;07/05/2008;6.63
2,777;08/05/2008;6.61
2,778;09/05/2008;6.59
2,779;10/05/2008;6.56
2,780;11/05/2008;6.53
2,781;12/05/2008;6.5
2,782;13/05/2008;6.47
2,783;14/05/2008;6.44
2,784;15/05/2008;6.42
2,785;16/05/2008;6.39
2,786;17/05/2008;6.36
2,787;18/05/2008;6.33
2,788;19/05/2008;6.3
2,789;20/05/2008;6.28
2,790;21/05/2008;6.27
2,791;22/05/2008;6.24
2,792;23/05/2008;6.25
2,793;24/05/2008;6.44
2,794;25/05/2008;6.47
2,795;26/05/2008;6.5
2,796;27/05/2008;6.52
2,797;28/05/2008;6.54
2,798;29/05/2008;6.54
2,799;30/05/2008;6.57
2,800;31/05/2008;6.61
2,801;01/06/2008;6.59
2,802;02/06/2008;6.56
2,803;03/06/2008;6.53
2,804;04/06/2008;6.5
2,805;05/06/2008;6.45
2,806;06/06/2008;6.41
2,807;07/06/2008;6.36
2,808;08/06/2008;6.35
2,809;09/06/2008;6.33
2,810;10/06/2008;6.38
2,811;11/06/2008;6.71
2,812;12/06/2008;6.75
2,813;13/06/2008;6.78
2,814;14/06/2008;6.78
2,815;15/06/2008;6.78
2,816;16/06/2008;6.8
2,817;17/06/2008;6.88
2,818;18/06/2008;7.03
2,819;19/06/2008;7.32
2,820;20/06/2008;7.41
2,821;21/06/2008;7.42
2,822;22/06/2008;7.43
2,823;23/06/2008;7.45
2,824;24/06/2008;7.43
2,825;25/06/2008;7.4
2,826;26/06/2008;7.37
2,827;27/06/2008;7.35
2,828;28/06/2008;7.32
2,829;29/06/2008;7.29
2,830;30/06/2008;7.26
2,831;01/07/2008;7.26
2,832;02/07/2008;7.27
2,833;03/07/2008;7.26
2,834;04/07/2008;7.26
2,835;05/07/2008;7.25
2,836;06/07/2008;7.26
2,837;07/07/2008;7.26
2,838;08/07/2008;7.34
2,839;09/07/2008;7.34
2,840;10/07/2008;7.31
2,841;11/07/2008;7.29
2,842;12/07/2008;7.28
2,843;13/07/2008;7.3
2,844;14/07/2008;7.29
2,845;15/07/2008;7.3
2,846;16/07/2008;7.35
2,847;17/07/2008;7.34
2,848;18/07/2008;7.33
2,849;19/07/2008;7.37
2,850;20/07/2008;7.36
2,851;21/07/2008;7.34
2,852;22/07/2008;7.32
2,853;23/07/2008;7.32
2,854;24/07/2008;7.4
2,855;25/07/2008;7.42
2,856;26/07/2008;7.47
2,857;27/07/2008;7.47
2,858;28/07/2008;7.5
2,859;29/07/2008;7.61
2,860;30/07/2008;7.59
2,861;31/07/2008;7.58
2,862;01/08/2008;7.56
2,863;02/08/2008;7.56
2,864;03/08/2008;7.63
2,865;04/08/2008;7.66
2,866;05/08/2008;7.66
2,867;06/08/2008;7.66
2,868;07/08/2008;7.64
2,869;08/08/2008;7.63
2,870;09/08/2008;7.62
2,871;10/08/2008;7.61
2,872;11/08/2008;7.61
2,873;12/08/2008;7.61
2,874;13/08/2008;7.61
2,875;14/08/2008;7.61
2,876;15/08/2008;7.64
2,877;16/08/2008;7.68
2,878;17/08/2008;7.7
2,879;18/08/2008;7.79
2,880;19/08/2008;8.01
2,881;20/08/2008;8.03
2,882;21/08/2008;8.03
2,883;22/08/2008;8.05
2,884;23/08/2008;8.08
2,885;24/08/2008;8.08
2,886;25/08/2008;8.08
2,887;26/08/2008;8.1
2,888;27/08/2008;8.14
2,889;28/08/2008;8.13
2,890;29/08/2008;8.12
2,891;30/08/2008;8.12
2,892;31/08/2008;8.21
2,893;01/09/2008;8.26
2,894;02/09/2008;8.24
2,895;03/09/2008;8.23
2,896;04/09/2008;8.2
2,897;05/09/2008;8.2
2,898;06/09/2008;8.19
2,899;07/09/2008;8.17
2,900;08/09/2008;8.15
2,901;09/09/2008;8.16
2,902;10/09/2008;8.19
2,903;11/09/2008;8.19
2,904;12/09/2008;8.18
2,905;13/09/2008;8.17
2,906;14/09/2008;8.15
2,907;15/09/2008;8.14
2,908;16/09/2008;8.15
2,909;17/09/2008;8.17
2,910;18/09/2008;8.16
2,911;19/09/2008;8.16
2,912;20/09/2008;8.15
2,913;21/09/2008;8.14
2,914;22/09/2008;8.13
2,915;23/09/2008;8.15
2,916;24/09/2008;8.19
2,917;25/09/2008;8.18
2,918;26/09/2008;8.16
2,919;27/09/2008;8.15
2,920;28/09/2008;8.17
2,921;29/09/2008;8.24
2,922;30/09/2008;8.31
2,923;01/10/2008;8.4
2,924;02/10/2008;8.4
2,925;03/10/2008;8.39
2,926;04/10/2008;8.4
2,927;05/10/2008;8.45
2,928;06/10/2008;8.47
2,929;07/10/2008;8.47
2,930;08/10/2008;8.46
2,931;09/10/2008;8.49
2,932;10/10/2008;8.56
2,933;11/10/2008;8.59
2,934;12/10/2008;8.58
2,935;13/10/2008;8.57
2,936;14/10/2008;8.61
2,937;15/10/2008;8.61
2,938;16/10/2008;8.61
2,939;17/10/2008;8.61
2,940;18/10/2008;8.59
2,941;19/10/2008;8.57
2,942;20/10/2008;8.54
2,943;21/10/2008;8.52
2,944;22/10/2008;8.5
2,945;23/10/2008;8.5
2,946;24/10/2008;8.51
2,947;25/10/2008;8.5
2,948;26/10/2008;8.5
2,949;27/10/2008;8.48
2,950;28/10/2008;8.45
2,951;29/10/2008;8.43
2,952;30/10/2008;8.42
2,953;31/10/2008;8.41
2,954;01/11/2008;8.39
2,955;02/11/2008;8.37
2,956;03/11/2008;8.37
2,957;04/11/2008;8.35
2,958;05/11/2008;8.34
2,959;06/11/2008;8.32
2,960;07/11/2008;8.3
2,961;08/11/2008;8.29
2,962;09/11/2008;8.27
2,963;10/11/2008;8.25
2,964;11/11/2008;8.23
2,965;12/11/2008;8.22
2,966;13/11/2008;8.2
2,967;14/11/2008;8.17
2,968;15/11/2008;8.14
2,969;16/11/2008;8.11
2,970;17/11/2008;8.08
2,971;18/11/2008;8.05
2,972;19/11/2008;8.04
2,973;20/11/2008;8.02
2,974;21/11/2008;8.02
2,975;22/11/2008;8.01
2,976;23/11/2008;8
2,977;24/11/2008;8
2,978;25/11/2008;7.99
2,979;26/11/2008;7.99
2,980;27/11/2008;7.98
2,981;28/11/2008;7.97
2,982;29/11/2008;7.97
2,983;30/11/2008;7.99
2,984;01/12/2008;8.06
2,985;02/12/2008;8.06
2,986;03/12/2008;8.05
2,987;04/12/2008;8.04
2,988;05/12/2008;8.03
2,989;06/12/2008;8.03
2,990;07/12/2008;8.02
2,991;08/12/2008;8.01
2,992;09/12/2008;8.01
2,993;10/12/2008;8
2,994;11/12/2008;8
2,995;12/12/2008;8
2,996;13/12/2008;7.99
2,997;14/12/2008;7.97
2,998;15/12/2008;7.96
2,999;16/12/2008;7.95
3,000;17/12/2008;7.94
3,001;18/12/2008;7.93
3,002;19/12/2008;7.92
3,003;20/12/2008;7.9
3,004;21/12/2008;7.89
3,005;22/12/2008;7.87
3,006;23/12/2008;7.85
3,007;24/12/2008;7.84
3,008;25/12/2008;7.84
3,009;26/12/2008;7.83
3,010;27/12/2008;7.81
3,011;28/12/2008;7.8
3,012;29/12/2008;7.79
3,013;30/12/2008;7.77
3,014;31/12/2008;7.76
3,015;01/01/2009;7.74
3,016;02/01/2009;7.73
3,017;03/01/2009;7.71
3,018;04/01/2009;7.7
3,019;05/01/2009;7.69
3,020;06/01/2009;7.68
3,021;07/01/2009;7.67
3,022;08/01/2009;7.66
3,023;09/01/2009;7.65
3,024;10/01/2009;7.64
3,025;11/01/2009;7.62
3,026;12/01/2009;7.61
3,027;13/01/2009;7.6
3,028;14/01/2009;7.59
3,029;15/01/2009;7.57
3,030;16/01/2009;7.56
3,031;17/01/2009;7.54
3,032;18/01/2009;7.53
3,033;19/01/2009;7.52
3,034;20/01/2009;7.51
3,035;21/01/2009;7.49
3,036;22/01/2009;7.48
3,037;23/01/2009;7.47
3,038;24/01/2009;7.46
3,039;25/01/2009;7.45
3,040;26/01/2009;7.44
3,041;27/01/2009;7.43
3,042;28/01/2009;7.42
3,043;29/01/2009;7.41
3,044;30/01/2009;7.4
3,045;31/01/2009;7.4
3,046;01/02/2009;7.38
3,047;02/02/2009;7.38
3,048;03/02/2009;7.42
3,049;04/02/2009;7.41
3,050;05/02/2009;7.39
3,051;06/02/2009;7.38
3,052;07/02/2009;7.37
3,053;08/02/2009;7.37
3,054;09/02/2009;7.36
3,055;10/02/2009;7.35
3,056;11/02/2009;7.34
3,057;12/02/2009;7.34
3,058;13/02/2009;7.33
3,059;14/02/2009;7.32
3,060;15/02/2009;7.34
3,061;16/02/2009;7.33
3,062;17/02/2009;7.32
3,063;18/02/2009;7.3
3,064;19/02/2009;7.29
3,065;20/02/2009;7.28
3,066;21/02/2009;7.27
3,067;22/02/2009;7.26
3,068;23/02/2009;7.25
3,069;24/02/2009;7.25
3,070;25/02/2009;7.24
3,071;26/02/2009;7.23
3,072;27/02/2009;7.21
3,073;28/02/2009;7.21
3,074;01/03/2009;7.2
3,075;02/03/2009;7.19
3,076;03/03/2009;7.17
3,077;04/03/2009;7.17
3,078;05/03/2009;7.16
3,079;06/03/2009;7.15
3,080;07/03/2009;7.14
3,081;08/03/2009;7.13
3,082;09/03/2009;7.12
3,083;10/03/2009;7.11
3,084;11/03/2009;7.1
3,085;12/03/2009;7.09
3,086;13/03/2009;7.08
3,087;14/03/2009;7.06
3,088;15/03/2009;7.05
3,089;16/03/2009;7.05
3,090;17/03/2009;7.03
3,091;18/03/2009;7.09
3,092;19/03/2009;7.1
3,093;20/03/2009;7.09
3,094;21/03/2009;7.08
3,095;22/03/2009;7.08
3,096;23/03/2009;7.06
3,097;24/03/2009;7.05
3,098;25/03/2009;7.03
3,099;26/03/2009;7.02
3,100;27/03/2009;7
3,101;28/03/2009;6.99
3,102;29/03/2009;6.97
3,103;30/03/2009;6.97
3,104;31/03/2009;6.95
3,105;01/04/2009;6.93
3,106;02/04/2009;6.9
3,107;03/04/2009;6.88
3,108;04/04/2009;6.84
3,109;05/04/2009;6.8
3,110;06/04/2009;6.75
3,111;07/04/2009;6.68
3,112;08/04/2009;6.62
3,113;09/04/2009;6.56
3,114;10/04/2009;6.51
3,115;11/04/2009;6.47
3,116;12/04/2009;6.44
3,117;13/04/2009;6.4
3,118;14/04/2009;6.36
3,119;15/04/2009;6.33
3,120;16/04/2009;6.3
3,121;17/04/2009;6.27
3,122;18/04/2009;6.24
3,123;19/04/2009;6.19
3,124;20/04/2009;6.16
3,125;21/04/2009;6.21
3,126;22/04/2009;6.24
3,127;23/04/2009;6.21
3,128;24/04/2009;6.17
3,129;25/04/2009;6.12
3,130;26/04/2009;6.09
3,131;27/04/2009;6.05
3,132;28/04/2009;6.02
3,133;29/04/2009;5.99
3,134;30/04/2009;5.95
3,135;01/05/2009;5.91
3,136;02/05/2009;5.87
3,137;03/05/2009;5.83
3,138;04/05/2009;5.8
3,139;05/05/2009;5.77
3,140;06/05/2009;5.72
3,141;07/05/2009;5.68
3,142;08/05/2009;5.64
3,143;09/05/2009;5.6
3,144;10/05/2009;5.55
3,145;11/05/2009;5.52
3,146;12/05/2009;5.48
3,147;13/05/2009;5.45
3,148;14/05/2009;5.42
3,149;15/05/2009;5.4
3,150;16/05/2009;5.43
3,151;17/05/2009;5.45
3,152;18/05/2009;5.45
3,153;19/05/2009;5.68
3,154;20/05/2009;5.77
3,155;21/05/2009;5.76
3,156;22/05/2009;5.79
3,157;23/05/2009;5.86
3,158;24/05/2009;5.96
3,159;25/05/2009;6.22
3,160;26/05/2009;6.34
3,161;27/05/2009;6.37
3,162;28/05/2009;6.38
3,163;29/05/2009;6.55
3,164;30/05/2009;6.75
3,165;31/05/2009;6.77
3,166;01/06/2009;6.79
3,167;02/06/2009;6.8
3,168;03/06/2009;6.79
3,169;04/06/2009;6.77
3,170;05/06/2009;6.77
3,171;06/06/2009;6.8
3,172;07/06/2009;6.89
3,173;08/06/2009;6.94
3,174;09/06/2009;6.99
3,175;10/06/2009;6.98
3,176;11/06/2009;6.97
3,177;12/06/2009;6.97
3,178;13/06/2009;6.99
3,179;14/06/2009;7.03
3,180;15/06/2009;7.01
3,181;16/06/2009;6.99
3,182;17/06/2009;7.01
3,183;18/06/2009;7.01
3,184;19/06/2009;7.01
3,185;20/06/2009;7.01
3,186;21/06/2009;7.01
3,187;22/06/2009;7.03
3,188;23/06/2009;7.06
3,189;24/06/2009;7.12
3,190;25/06/2009;7.1
3,191;26/06/2009;7.11
3,192;27/06/2009;7.13
3,193;28/06/2009;7.16
3,194;29/06/2009;7.18
3,195;30/06/2009;7.22
3,196;01/07/2009;7.29
3,197;02/07/2009;7.36
3,198;03/07/2009;7.38
3,199;04/07/2009;7.37
3,200;05/07/2009;7.42
3,201;06/07/2009;7.45
3,202;07/07/2009;7.42
3,203;08/07/2009;7.4
3,204;09/07/2009;7.4
3,205;10/07/2009;7.39
3,206;11/07/2009;7.39
3,207;12/07/2009;7.44
3,208;13/07/2009;7.5
3,209;14/07/2009;7.48
3,210;15/07/2009;7.47
3,211;16/07/2009;7.49
3,212;17/07/2009;7.5
3,213;18/07/2009;7.51
3,214;19/07/2009;7.61
3,215;20/07/2009;7.61
3,216;21/07/2009;7.61
3,217;22/07/2009;7.64
3,218;23/07/2009;7.68
3,219;24/07/2009;7.75
3,220;25/07/2009;7.76
3,221;26/07/2009;7.79
3,222;27/07/2009;7.85
3,223;28/07/2009;7.85
3,224;29/07/2009;7.85
3,225;30/07/2009;7.89
3,226;31/07/2009;7.89
3,227;01/08/2009;7.89
3,228;02/08/2009;7.89
3,229;03/08/2009;7.89
3,230;04/08/2009;7.89
3,231;05/08/2009;7.88
3,232;06/08/2009;7.88
3,233;07/08/2009;7.88
3,234;08/08/2009;7.89
3,235;09/08/2009;7.93
3,236;10/08/2009;8.04
3,237;11/08/2009;8.04
3,238;12/08/2009;8.04
3,239;13/08/2009;8.05
3,240;14/08/2009;8.06
3,241;15/08/2009;8.12
3,242;16/08/2009;8.2
3,243;17/08/2009;8.2
3,244;18/08/2009;8.21
3,245;19/08/2009;8.21
3,246;20/08/2009;8.2
3,247;21/08/2009;8.18
3,248;22/08/2009;8.16
3,249;23/08/2009;8.14
3,250;24/08/2009;8.14
3,251;25/08/2009;8.13
3,252;26/08/2009;8.12
3,253;27/08/2009;8.11
3,254;28/08/2009;8.1
3,255;29/08/2009;8.08
3,256;30/08/2009;8.06
3,257;31/08/2009;8.05
3,258;01/09/2009;8.09
3,259;02/09/2009;8.08
3,260;03/09/2009;8.08
3,261;04/09/2009;8.09
3,262;05/09/2009;8.09
3,263;06/09/2009;8.09
3,264;07/09/2009;8.07
3,265;08/09/2009;8.05
3,266;09/09/2009;8.08
3,267;10/09/2009;8.12
3,268;11/09/2009;8.1
3,269;12/09/2009;8.09
3,270;13/09/2009;8.11
3,271;14/09/2009;8.15
3,272;15/09/2009;8.13
3,273;16/09/2009;8.14
3,274;17/09/2009;8.17
3,275;18/09/2009;8.16
3,276;19/09/2009;8.21
3,277;20/09/2009;8.29
3,278;21/09/2009;8.29
3,279;22/09/2009;8.27
3,280;23/09/2009;8.26
3,281;24/09/2009;8.26
3,282;25/09/2009;8.24
3,283;26/09/2009;8.23
3,284;27/09/2009;8.23
3,285;28/09/2009;8.24
3,286;29/09/2009;8.23
3,287;30/09/2009;8.21
